Bill_No,Congress_Name,Bill_URL,Short_Title,Long_Title,Author,Date_Filed,Scope,Subjects,Primary_Committee,Legislative_Status
Senate Bill No. 3122,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3122-15th-congress-republic,PUT SCHOOL COUNSELORS WHERE THEY ARE NEEDED ACT,AN ACT CREATING A DEMONSTRATION PROJECT TO FUND ADDITIONAL SECONDARY SCHOOL COUNSELORS IN TROUBLED SCHOOLS TO REDUCE THE DROPOUT RATE,Miriam Defensor Santiago,"February 13, 2012",NATIONAL,SCHOOL COUNSELORS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 3217,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3217-15th-congress-republic,"PNP, BJMP AND BFP HEIGHT EQUALITY ACT OF 2012","AN ACT REPEALING THE MINIMUM HEIGHT REQUIREMENT FOR APPLICANTS TO THE PHILIPPINE NATIONAL POLICE, BUREAU OF JAIL MANAGEMENT AND PENOLOGY, AND BUREAU OF FIRE PROTECTION",Gregorio B. Honasan II,"May 6, 2012",NATIONAL,PHILIPPINE NATIONAL POLICE (PNP) BUREAU OF JAIL MANAGEMENT AND PENOLOGY BUREAU OF FIRE PROTECTION,PUBLIC ORDER AND DANGEROUS DRUGS,VETOED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3182,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3182-15th-congress-republic,AGUS-PULANGUI PRIVATIZATION EXEMPTION ACT OF 2012,AGUS-PULANGUI PRIVATIZATION EXEMPTION ACT OF 2012,Gregorio B. Honasan II,"July 5, 2012",NATIONAL,ELECTRIC POWER INDUSTRY REFORM ACT /EPIRA (R.A.NO. 9136) NATIONAL POWER CORPORATION (NAPOCOR),ENERGY,PENDING IN THE COMMITTEE
Senate Bill No. 3251,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3251-15th-congress-republic,PHILIPPINE GREEN BUILDING ACT,"AN ACT ESTABLISHING A NATIONAL GREEN BUILDING CODE AND RATING SYSTEM, AND FOR OTHER PURPOSES","Ferdinand ""Bongbong"" R. Marcos, Jr.","August 13, 2012",NATIONAL,BUILDING CODE OF THE PHILIPPINES (R.A. NO. 6541),PUBLIC WORKS,PENDING IN THE COMMITTEE
Senate Bill No. 3232,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3232-15th-congress-republic,EXPANDING AND INCREASING THE COVERAGE AND BENEFITS OF THE GOVERNMENT SERVICE INSURANCE SYSTEM,"AN ACT FURTHER AMENDING PRESIDENTIAL DECREE NO. 1146, AS AMENDED, EXPANDING AND INCREASING THE COVERAGE AND BENEFITS OF THE GOVERNMENT SERVICE INSURANCE SYSTEM TO INCLUDE ELECTED AND APPOINTED BARANGAY OFFICIALS, AND FOR OTHER PURPOSES",Franklin M. Drilon,"July 17, 2012",NATIONAL,GOVERNMENT SERVICE INSURANCE SYSTEM (GSIS) BARANGAY OFFICIALS,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3242,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3242-15th-congress-republic,BARANGAY AND SANGGUNIANG KABATAAN ELECTIONS,"AN ACT AMENDING REPUBLIC ACT 9340, FURTHER AMENDING REPUBLIC ACT 9164 RESETTING THE BARANGAY AND SANGGUNIANG KABATAAN ELECTIONS, AND FOR OTHER PURPOSES","REVILLA JR., RAMON BONG","July 24, 2012",NATIONAL,SANGGUNIANG KABATAAN (SK),LOCAL GOVERNMENT,PENDING IN THE COMMITTEE
Senate Bill No. 3300,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3300-15th-congress-republic,CROWDSOURCING ACT OF 2012,CROWDSOURCING ACT OF 2012,"Teofisto ""TG"" D. Guingona III","September 10, 2012",NATIONAL,CROWDSOURCING,SCIENCE AND TECHNOLOGY,PENDING IN THE COMMITTEE
Senate Bill No. 3310,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3310-15th-congress-republic,ANTI-SIGNAGE ON PUBLIC WORKS ACT,AN ACT PROHIBITING PUBLIC OFFICERS FROM CLAIMING CREDIT THROUGH SIGNAGE ANNOUNCING A PUBLIC WORKS PROJECT,Miriam Defensor Santiago,"October 16, 2012",NATIONAL,PUBLIC WORKS PROJECTS,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,"PENDING SECOND READING, SPECIAL ORDER"
Senate Bill No. 3374,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3374-15th-congress-republic,DECRIMINALIZING LIBEL,"AN ACT DECRIMINALIZING LIBEL, REPEALING FOR THIS PURPOSE ARTICLE 355 OF THE REVISED PENAL CODE, AS AMENDED, OTHERWISE KNOWN AS THE REVISED PENAL CODE","Teofisto ""TG"" D. Guingona III","December 18, 2012",NATIONAL,LIBEL REVISED PENAL CODE (R.A.NO. 3815 AMENDMENTS),PUBLIC INFORMATION AND MASS MEDIA,PENDING IN THE COMMITTEE
Senate Bill No. 3145,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3145-15th-congress-republic,MAGNA CARTA FOR PERSONS WITH DISABILITY,"AN ACT EXPANDING THE POSITIONS RESERVED FOR PERSONS WITH DISABILITY, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 7277, AS AMENDED, OTHERWISE KNOWN AS THE MAGNA CARTA FOR PERSONS WITH DISABILITY",Antonio F. Trillanes IV,"July 3, 2012",NATIONAL,MAGNA CARTA FOR PERSONS WITH DISABILITY (R.A. NO. 7277),CIVIL SERVICE AND GOVERNMENT REORGANIZATION,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 3215,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3215-15th-congress-republic,CAREER EXECUTIVE SERVICE ACT OF 2012,AN ACT STRENGTHENING THE CAREER EXECUTIVE SERVICE,Antonio F. Trillanes IV,"April 6, 2012",NATIONAL,CAREER EXECUTIVE SERVICE SYSTEM,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,VETOED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3211,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3211-15th-congress-republic,"FALSIFICATION OF MEDICAL CERTIFICATES, CERTIFICATE OF MERITS OR SERVICES AND THE LIKE","AN ACT INCREASING THE PENALTY FOR FALSIFICATION OF MEDICAL CERTIFICATES, CERTIFICATE OF MERITS OR SERVICES AND THE LIKE AMENDING FOR THAT PURPOSE ARTICLES 174 AND 175 OF SECTION 5, CHAPTER 1, TITLE IV OF ACT NO. 3815 OTHERWISE KNOWN AS THE REVISED PENAL CODE AND FOR OTHER PURPOSES","LAPID, MANUEL ""LITO"" M.","May 28, 2012",NATIONAL,FAKE DOCUMENTS REVISED PENAL CODE (R.A.NO. 3815 AMENDMENTS),JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 3272,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3272-15th-congress-republic,BESSANG PASS NATURAL MONUMENT/LANDMARK (BPNML) ACT OF 2012,"AN ACT ESTABLISHING THE BESSANG PASS NATURAL MONUMENT/LANDMARK IN THE MUNICIPALITY OF CERVANTES, PROVINCE OF ILOCOS SUR AS A PROTECTED AREA UNDER THE CATEGORY OF NATURAL MONUMENT, PROVIDING FOR ITS MANAGEMENT AND FOR OTHER PURPOSES","CAYETANO, PIA S.","March 9, 2012",LOCAL,PROTECTED LANDSCAPE/PROTECTED AREA,ENVIRONMENT AND NATURAL RESOURCES,"PENDING SECOND READING, SPECIAL ORDER"
Senate Bill No. 3345,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3345-15th-congress-republic,ANTI-CABLE TELEVISION AND CABLE INTERNET TAPPING ACT OF 2012,"AN ACT PROHIBITING AND PENALIZING UNAUTHORIZED INTERCEPTION, RECEPTION OR USE OF ANY SIGNAL OR SERVICE OVER A CABLE TELEVISION SYSTEM OR CABLE INTERNET SYSTEM AND/OR NETWORK, AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","June 12, 2012",NATIONAL,CABLE TELEVISION,PUBLIC INFORMATION AND MASS MEDIA,APPROVED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3114,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3114-15th-congress-republic,ILLEGAL DISCHARGE OF FIREARMS,"AN ACT PROVIDING FOR STIFFER PENALTIES ON ILLEGAL DISCHARGE OF FIREARMS AMENDING FOR THAT PURPOSE ARTICLE 254 OF TITLE VIII CHAPTER ONE OF ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE REVISED PENAL CODE","LAPID, MANUEL ""LITO"" M.","January 31, 2012",NATIONAL,REVISED PENAL CODE (R.A.NO. 3815 AMENDMENTS) FIREARMS,"CONSTITUTIONAL AMENDMENTS, REVISION OF CODES AND LAWS",PENDING IN THE COMMITTEE
Senate Bill No. 3174,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3174-15th-congress-republic,PREGNANT WOMEN WORKERS ACT OF 2012,AN ACT PRESCRIBING A SIX-HOUR WORKING SCHEDULE FOR EMPLOYED PREGNANT WOMEN AND FOR OTHER PURPOSES,"Manuel B. Villar, Jr. B.","March 5, 2012",NATIONAL,pregnancy WOMEN,"LABOR, EMPLOYMENT AND HUMAN RESOURCES DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 3355,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3355-15th-congress-republic,ABOLISHING REGULAR MANDATORY CONTRIBUTIONS OF PCSO,"AN ACT ABOLISHING REGULAR MANDATORY CONTRIBUTIONS IMPOSED ON THE PHILIPPINE CHARITY SWEEPSTAKES OFFICE (PCSO), MODIFYING FOR THE PURPOSE SEC. 10 (A)(5) OF REPUBLIC ACT NO. 7722","Teofisto ""TG"" D. Guingona III","June 12, 2012",NATIONAL,PHILIPPINE CHARITY SWEEPSTAKES OFFICE (PCSO),GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3125,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3125-15th-congress-republic,PERSONNEL ECONOMIC RELIEF ALLOWANCE (PERA),AN ACT PROVIDING AN INCREASE AND AN AUTOMATIC ADJUSTMENT MECHANISM IN THE PERSONNEL ECONOMIC RELIEF ALLOWANCE (PERA) GRANTED TO GOVERNMENT EMPLOYEES,"ESCUDERO, FRANCIS G.","February 15, 2012",NATIONAL,PERSONNEL ECONOMIC RELIEF ALLOWANCE (PERA),CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 3184,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3184-15th-congress-republic,POLICE HEIGHT EQUALITY ACT OF 2012,AN ACT REPEALING THE HEIGHT REQUIREMENT FOR APPLICANTS TO THE PHILIPPINE NATIONAL POLICE (PNP),Gregorio B. Honasan II,"August 5, 2012",NATIONAL,PHILIPPINE NATIONAL POLICE (PNP),PUBLIC ORDER AND DANGEROUS DRUGS,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 3253,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3253-15th-congress-republic,PETER LESLIE WALLACE,AN ACT GRANTING PHILIPPINE CITIZENSHIP TO PETER LESLIE WALLACE,"Manuel B. Villar, Jr. B.","August 15, 2012",LOCAL,CITIZENSHIP,RULES,PENDING IN THE COMMITTEE
Senate Bill No. 3324,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3324-15th-congress-republic,"AMENDING R.A.NO. 9344, CREATING THE JUVENILE JUSTICE AND WELFARE COUNCIL UNDER DSWD",AN ACT AMENDING REPUBLIC ACT NO. 9344 OTHERWISE KNOWN AS THE 'JUVENILE JUSTICE AND WELFARE ACT OF 2006' AND APPROPRIATING FUNDS THEREFOR,"SOTTO III, VICENTE C.","July 11, 2012",NATIONAL,JUVENILE JUSTICE AND WELFARE ACT (R.A.NO. 9344) Department of Social Welfare and Development (DSWD),JUSTICE AND HUMAN RIGHTS,APPROVED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3096,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3096-15th-congress-republic,TERM OF OFFICE OF THE BOARD OF DIRECTORS OF THE CLARK DEVELOPMENT CORP.,AN ACT PRESCRIBING FIXED TERMS FOR MEMBERS OF THE BOARD OF DIRECTORS OF THE CLARK DEVELOPMENT CORPORATION (CDC),"LAPID, MANUEL ""LITO"" M.","January 16, 2012",NATIONAL,BASES CONVERSION AND DEVELOPMENT AUTHORITY (BCDA) CLARK DEVELOPMENT CORPORATION (CDC),GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3155,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3155-15th-congress-republic,HOSPITAL ENERGY INDEPENDENCE ACT,AN ACT DIRECTING THE SECRETARY OF ENERGY TO ESTABLISH A PILOT PROGRAM TO AWARD GRANTS AND LOAN GUARANTEES TO HOSPITALS TO CARRY OUT PROJECTS FOR THE PURPOSE OF REDUCING ENERGY COSTS AND INCREASING RESILIENCE TO IMPROVE SECURITY,Miriam Defensor Santiago,"March 19, 2012",NATIONAL,HOSPITALS Energy conservation DEPARTMENT OF ENERGY (DOE),ENERGY,PENDING IN THE COMMITTEE
Senate Bill No. 3223,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3223-15th-congress-republic,NATIONAL CANCER INSTITUTE OF THE PHILIPPINES ACT OF 2012,"AN ACT CREATING A NATIONAL CANCER INSTITUTE TO BE KNOWN AS THE 'NATIONAL CANCER INSTITUTE OF THE PHILIPPINES', APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",Gregorio B. Honasan II,"June 6, 2012",NATIONAL,NATIONAL CANCER INSTITUTE,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 3282,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3282-15th-congress-republic,FOREIGN EQUITY IN THE CAPITAL OF RURAL BANKS,"AN ACT ALLOWING INFUSION OF FOREIGN EQUITY IN THE CAPITAL OF RURAL BANKS, AMENDING REPUBLIC ACT NO. 7353, OTHERWISE KNOWN AS THE RURAL BANK ACT OF 1992, AS AMENDED AND FOR OTHER PURPOSES",Miriam Defensor Santiago,"September 18, 2012",NATIONAL,RURAL BANKS,"BANKS, FINANCIAL INSTITUTIONS AND CURRENCIES",CONSOLIDATED WITH APPROVED BILL
Senate Bill No. 3292,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3292-15th-congress-republic,REPEALING LIBEL,"AN ACT ABSOLUTELY REPEALING LIBEL AS PROVIDED FOR ARTICLES 353, 354, 355, 356, 357, 358, 359, 360, 361 AND 362 OF ACT NO. 3815 ALSO KNOWN AS THE REVISED PENAL CODE","SOTTO III, VICENTE C.","August 10, 2012",NATIONAL,N/A,N/A,WITHDRAWN
Senate Bill No. 3365,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3365-15th-congress-republic,ANTI-DRUNK AND DRUGGED DRIVING ACT OF 2012,"AN ACT PENALIZING PERSONS DRIVING UNDER THE INFLUENCE OF ALCOHOL, DANGEROUS DRUGS, AND SIMILAR SUBSTANCES, AND FOR OTHER PURPOSES","SOTTO III, VICENTE C.","November 12, 2012",NATIONAL,DRUNK DRIVING,PUBLIC ORDER AND DANGEROUS DRUGS,APPROVED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3136,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3136-15th-congress-republic,PHILIPPINE CITIZENSHIP TO BRUCE DONALD MC TAVISH,AN ACT GRANTING PHILIPPINE CITIZENSHIP TO BRUCE DONALD MC TAVISH,Franklin M. Drilon,"February 23, 2012",LOCAL,CITIZENSHIP,RULES,PENDING IN THE COMMITTEE
Senate Bill No. 3202,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3202-15th-congress-republic,BOY SCOUTS OF THE PHILIPPINES CHARTER 2012,"AN ACT INSTITUTING THE BOY SCOUTS OF THE PHILIPPINES CHARTER, DEFINING ITS OBJECTIVES, POWER AND FUNCTIONS, REPEALING FOR THE PURPOSE COMMONWEALTH ACT NO. 111, AS AMENDED","ESCUDERO, FRANCIS G.","May 15, 2012",NATIONAL,BOY SCOUT/GIRL SCOUT,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3263,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3263-15th-congress-republic,FORENSIC SCIENCE INSTITUTE ACT,"AN ACT ESTABLISHING THE FORENSIC SCIENCE INSTITUTE IN THE UNIVERSITY OF THE PHILIPPINES SYSTEM, DEFINING ITS FUNCTIONS AND APPROPRIATING FUNDS THEREFOR","ESCUDERO, FRANCIS G.","March 9, 2012",NATIONAL,FORENSIC SCIENCE University of the Philippines (U.P.),PUBLIC ORDER AND DANGEROUS DRUGS,PENDING IN THE COMMITTEE
Senate Bill No. 3336,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3336-15th-congress-republic,SPORTS RELATED INJURY PREVENTION AND TREATMENT ACT OF 2012,AN ACT TO REQUIRE SPORTS RELATED INJURY PREVENTION AND TREATMENT PROGRAMS IN EDUCATIONAL INSTITUTIONS,"DEFENSOR SANTIAGO, MIRIAM","November 22, 2012",NATIONAL,ATHLETIC PROGRAMS (HIGHER EDUCATION),"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 3105,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3105-15th-congress-republic,PHILIPPINE RIVER BASIN SYSTEM ADMINISTRATION ACT OF 2012,"AN ACT ADOPTING THE INTEGRATED RIVER BASIN MANAGEMENT APPROACH AS A COMPREHENSIVE FRAMEWORK IN DEVELOPING AND MANAGING THE COUNTRY'S RIVER BASIN SYSTEMS, AND FOR OTHER PURPOSES","LEGARDA, LOREN B.","January 24, 2012",NATIONAL,RIVERS AND WATERWAYS,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 3165,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3165-15th-congress-republic,DEPARTMENT OF OVERSEAS EMPLOYMENT ACT,"AN ACT ESTABLISHING DEPARTMENT OF OVERSEAS EMPLOYMENT (DOOE), DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","March 26, 2012",NATIONAL,DEPARTMENT OF OVERSEAS EMPLOYMENT (DOOE) OVERSEAS FILIPINO WORKERS (OFW),"LABOR, EMPLOYMENT AND HUMAN RESOURCES DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 3233,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3233-15th-congress-republic,TOTAL BAN ON SINGLE-USE CARRYOUT BAGS ACT OF 2011,"AN ACT BANNING THE USE OF SINGLE-USE, THROW AWAY BAGS, REGARDLESS OF COMPOSITION, IN ALL RETAIL ESTABLISHMENTS, AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF",Miriam Defensor Santiago,"July 17, 2012",NATIONAL,WASTE MANAGEMENT PLASTIC,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 3243,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3243-15th-congress-republic,WIRE TAPPING,"AN ACT AMENDING SECTION 3 OF REPUBLIC ACT 4200, OTHERWISE KNOWN AS AN ACT TO PROHIBIT AND PENALIZE WIRE TAPPING AND OTHER RELATED VIOLATIONS OF THE PRIVACY OF COMMUNICATION, AND FOR OTHER PURPOSES","LACSON, PANFILO M.","July 25, 2012",NATIONAL,Wiretapping,PUBLIC ORDER AND DANGEROUS DRUGS,PENDING IN THE COMMITTEE
Senate Bill No. 3301,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3301-15th-congress-republic,CYBERCRIME PREVENTION ACT,"AN ACT REPEALING SECTIONS 4 (C) (4), 5, 6, AND 7 OF REPUBLIC ACT NO. 10175, OTHERWISE KNOWN AS THE CYBERCRIME PREVENTION ACT OF 2012","CAYETANO, ALAN PETER S.","September 10, 2012",NATIONAL,CYBERCRIME,SCIENCE AND TECHNOLOGY,PENDING IN THE COMMITTEE
Senate Bill No. 3311,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3311-15th-congress-republic,FOOD SAFETY ACT OF 2012,"AN ACT TO STRENGTHEN THE FOOD SAFETY REGULATORY SYSTEM IN THE COUNTRY TO PROTECT CONSUMER HEALTH AND FACILITATE MARKET ACCESS OF LOCAL FOODS AND FOOD PRODUCTS, AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","October 16, 2012",NATIONAL,CONSUMERS PROTECTION FOOD SAFETY,TRADE AND COMMERCE,APPROVED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3375,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3375-15th-congress-republic,"AMENDING R.A.NO. 9184, GOVERNMENT PROCUREMENT REFORM ACT","AN ACT AMENDING SECTION 65 OF REPUBLIC ACT NO. 9184, OTHERWISE KNOWN AS THE GOVERNMENT PROCUREMENT REFORM ACT","Teofisto ""TG"" D. Guingona III","December 18, 2012",NATIONAL,Government procurement,"CONSTITUTIONAL AMENDMENTS, REVISION OF CODES AND LAWS",PENDING IN THE COMMITTEE
Senate Bill No. 3146,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3146-15th-congress-republic,ARBOR DAY ACT,AN ACT REVIVING THE OBSERVANCE OF ARBOR DAY BY AUTHORIZING THE LOCAL GOVERNMENT UNITS THE RESPONSIBILITIES FOR CELEBRATING THE DAY FOR TREE-PLANTING AS AN ANNUAL EVENT,"TRILLANES, ANTONIO ""SONNY"" F.","July 3, 2012",NATIONAL,ARBOR DAY TREE PLANTING,ENVIRONMENT AND NATURAL RESOURCES,APPROVED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3328,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3328-15th-congress-republic,CENTENARIANS ACT OF 2012,"AN ACT HONORING AND GRANTING ADDITIONAL BENEFITS AND PRIVILEGES TO FILIPINO CENTENARIANS, DECLARING THE 25TH OF SEPTEMBER AS NATIONAL RESPECT FOR CENTENARIANS, AND FOR OTHER PURPOSES","PANGILINAN, FRANCIS ""KIKO"" N.","December 11, 2012",NATIONAL,CENTENARIANS,"SOCIAL JUSTICE, WELFARE AND RURAL DEVELOPMENT",VETOED BY THE PRESIDENT OF THE PHILIPPINES
Senate Bill No. 3212,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3212-15th-congress-republic,BOY SCOUTS OF THE PHILIPPINES CHARTER OF 2012,"AN ACT INSTITUTING THE BOY SCOUTS OF THE PHILIPPINES CHARTER, DEFINING ITS OBJECTIVES, POWER AND FUNCTIONS, REPEALING FOR THE PURPOSE COMMONWEALTH ACT NO. 111, AS AMENDED","ESTRADA, JINGGOY E.","May 30, 2012",NATIONAL,BOY SCOUT/GIRL SCOUT,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3273,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3273-15th-congress-republic,MT. BALATUKAN RANGE NATURAL PARK (MBRNP) ACT OF 2012,"AN ACT ESTABLISHING THE MT. BALATUKAN RANGE IN THE PROVINCE OF MISAMIS ORIENTAL AS A PROTECTED AREA UNDER THE CATEGORY OF NATURAL PARK, PROVIDING FOR ITS MANAGEMENT AND FOR OTHER PURPOSES","CAYETANO, PIA S.","March 9, 2012",LOCAL,PROTECTED LANDSCAPE/PROTECTED AREA,ENVIRONMENT AND NATURAL RESOURCES,"PENDING SECOND READING, SPECIAL ORDER"
Senate Bill No. 3346,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3346-15th-congress-republic,ABOLISHING REGULAR MANDATORY CONTRIBUTIONS OF PCSO,"AN ACT ABOLISHING REGULAR MANDATORY CONTRIBUTIONS IMPOSED ON THE PHILIPPINE CHARITY SWEEPSTAKES OFFICE (PCSO), MODIFYING FOR THE PURPOSE EXECUTIVE ORDER NO. 280","Teofisto ""TG"" D. Guingona III","June 12, 2012",NATIONAL,PHILIPPINE CHARITY SWEEPSTAKES OFFICE (PCSO),GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 3115,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3115-15th-congress-republic,CORDILLERA AUTONOMOUS REGION (CAR),AN ACT TO ESTABLISH THE CORDILLERA AUTONOMOUS REGION,"PIMENTEL, AQUILINO ""KOKO"" III","January 2, 2012",NATIONAL,CORDILLERA AUTONOMOUS REGION,LOCAL GOVERNMENT,PENDING IN THE COMMITTEE
Senate Bill No. 3175,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3175-15th-congress-republic,COMPENSATION FOR EDUCATORS IN BASIC EDUCATION,AN ACT PROVIDING FOR ADDITIONAL SUPPORT AND COMPENSATION FOR EDUCATORS IN BASIC EDUCATION AND FOR OTHER PURPOSES,"Manuel B. Villar, Jr. B.","March 5, 2012",NATIONAL,BASIC EDUCATION PROGRAM TEACHERS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 3356,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-3356-15th-congress-republic,STRENGTHENING THE PCSO CHARTER,"AN ACT TO FURTHER STRENGTHEN THE PCSO CHARTER AMENDING FOR THE PURPOSE REPUBLIC ACT 1169, OTHERWISE KNOWN AS 'AN ACT PROVIDING FOR CHARITY SWEEPSTAKES, HORSE RACES, AND LOTTERIES' AS AMENDED BY B.P. BLG. 42 AND P.D. 1157","Teofisto ""TG"" D. Guingona III","June 12, 2012",NATIONAL,PHILIPPINE CHARITY SWEEPSTAKES OFFICE (PCSO) HORSE RACING,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
